2012-06,Metropolitan Police,00AKGX,117,14,34,7,11,19,3,0,10,9,5,5
2012-06,Metropolitan Police,00BHGE,75,5,27,1,12,12,2,0,4,10,1,1
2012-06,Metropolitan Police,00BHGD,135,10,43,7,21,22,3,0,6,14,5,4
2012-06,Metropolitan Police,00BHGG,298,17,83,11,16,27,9,23,10,78,10,14
2012-06,Metropolitan Police,00BHGF,99,11,33,0,20,10,3,1,4,8,3,6
2012-06,Metropolitan Police,00AKGS,134,20,53,0,26,12,0,0,9,7,6,1
2012-06,Metropolitan Police,00AKGR,220,23,75,7,18,26,4,14,14,23,9,7
2012-06,Metropolitan Police,00AKGQ,364,21,140,19,22,41,12,16,24,41,12,16
2012-06,Metropolitan Police,00AKGP,73,14,34,1,3,6,0,1,4,8,1,1
2012-06,Metropolitan Police,00AKGW,62,6,22,0,6,12,1,2,2,6,1,4
2012-06,Metropolitan Police,00BHGL,252,16,101,9,28,37,4,5,14,25,4,9
2012-06,Metropolitan Police,00AKGU,124,11,52,8,16,13,2,1,6,4,4,7
2012-06,Metropolitan Police,00AKGT,106,11,38,6,9,8,2,13,3,12,3,1
2012-06,Metropolitan Police,00BHGQ,192,19,25,2,10,23,2,3,2,38,1,67
2012-06,Metropolitan Police,00BHGP,172,5,75,5,10,23,6,0,9,16,7,16
2012-06,Metropolitan Police,00BHGS,111,5,44,3,18,13,7,0,10,8,2,1
2012-06,Metropolitan Police,00BHGR,120,18,43,4,16,12,2,0,7,8,2,8
2012-06,Metropolitan Police,00AKGN,123,8,58,1,11,13,6,2,12,7,1,4
2012-06,Metropolitan Police,00AKGM,95,13,35,5,11,3,3,4,5,10,0,6
2012-06,Metropolitan Police,00AKGL,103,10,32,1,25,10,2,0,4,8,6,5
2012-06,Metropolitan Police,00AZGF,269,23,96,8,57,24,2,0,12,31,11,5
2012-06,Metropolitan Police,00AZGG,115,7,48,5,17,13,8,0,3,6,4,4
2012-06,Metropolitan Police,00AZGD,176,12,68,4,13,36,1,4,8,21,4,5
2012-06,Metropolitan Police,00AZGE,181,8,43,2,11,38,11,10,11,25,9,13
2012-06,Metropolitan Police,00AZGJ,174,20,59,4,12,36,4,5,15,8,7,4
2012-06,Metropolitan Police,00AZGK,161,5,59,11,16,19,7,4,13,17,10,0
2012-06,Metropolitan Police,00AZGH,152,16,43,4,20,24,7,2,15,12,4,5
2012-06,Metropolitan Police,00AZGN,132,13,52,2,16,20,4,1,8,13,2,1
2012-06,Metropolitan Police,00AZGL,122,18,50,5,12,11,0,2,9,12,1,2
2012-06,Metropolitan Police,00AZGM,139,19,43,5,13,21,1,1,3,8,15,10
2012-06,Metropolitan Police,00AHGS,156,13,50,9,22,19,4,1,7,15,9,7
2012-06,Metropolitan Police,00AZGS,152,16,58,4,11,25,5,2,6,10,5,10
2012-06,Metropolitan Police,00AZGP,140,21,40,4,21,15,7,6,7,16,1,2
2012-06,Metropolitan Police,00AZGQ,397,19,134,10,21,52,25,32,20,62,10,12
2012-06,Metropolitan Police,00AZGW,147,17,51,8,13,22,2,0,7,19,1,7
2012-06,Metropolitan Police,00AZGT,292,16,127,7,7,51,15,8,12,30,6,13
